sample_id,country,location_code,location_name,X1km_square,sample_projection,land_cover,date,year,sample_media,digitised_by,recorder_type,habitat,habitat_other_detail,target_flower,target_flower_corrected,target_other_name,target_other_name_corrected,target_flower_family,flower_cover,floral_unit_count,floral_unit,flower_context,count_start_time,cloud_cover,sunshine,wind_speed,habitat_type,flower_structure,bumblebees,honeybees,solitary_bees,wasps,hoverflies,other_flies,butterflies_moths,beetles,insects_small,insects_other,all_insects_total
3934192,Scotland,85,near Blair Atholl,NN8664,OSGB,semi-natural,29/08/2018,2018,1,152226,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,Hawkweed spp.,Leontodon,Asteraceae,Target flowers cover less than half of patch,5,flower head,More or less isolated,11:25,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,agricultural,open,0,0,0,0,2,5,0,0,0,0,7
3934217,Scotland,85,near Blair Atholl,NN8664,OSGB,semi-natural,29/08/2018,2018,1,152226,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Thistle - Cirsium or Carduus,NA,Cirsium arvense,Asteraceae,Target flowers cover about half of patch,5,flower head,Growing in a larger patch of the same flower,11:45,All or mostly blue,Entirely in sunshine,Leaves moving strongly,agricultural,open,1,0,1,0,12,6,0,0,0,0,20
3934245,Scotland,85,near Blair Atholl,NN8664,OSGB,semi-natural,29/08/2018,2018,1,152226,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,Succisa pratensis,Succisa pratensis,Dipsacaceae,Target flowers cover less than half of patch,6,flower head,More or less isolated,16:00,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,agricultural,closed,1,0,0,0,0,4,1,0,0,0,6
3938121,England,19,Westhay Moor,ST4543,OSGB,agricultural,23/08/2018,2018,0,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,Sonchus asper,Sonchus asper,Asteraceae,Target flowers cover less than half of patch,16,flower head,More or less isolated,10:09,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,agricultural,open,0,0,0,0,4,2,0,0,0,0,6
3938137,England,19,Westhay Moor,ST4543,OSGB,agricultural,23/08/2018,2018,0,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Brownfield or other 'waste ground',NA,Other - please describe below,Other - please describe below,Scorzoneroides autumnalis,Scorzoneroides autumnalis,Asteraceae,Target flowers cover less than half of patch,42,flower head,Growing in a larger patch of the same flower,10:52,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,urban,open,1,4,0,0,6,0,4,0,0,0,15
3938147,England,76,near West Itchenor,SU7800,OSGB,agricultural,30/08/2018,2018,0,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Tripleurosperma maritima,Tripleurosperma maritima,Asteraceae,Target flowers cover more than half of patch,100,flower head,Growing in a larger patch of the same flower,11:35,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,1,0,3,8,0,0,0,0,12
3938150,England,76,near West Itchenor,SU7800,OSGB,agricultural,30/08/2018,2018,0,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Pulicaria dysenterica,Pulicaria dysenterica,Asteraceae,Target flowers cover about half of patch,49,flower head,More or less isolated,11:21,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,2,3,0,0,0,1,6
3941275,England,25,Conington,TL3266,OSGB,agricultural,30/08/2018,2018,1,145196,I am familiar with recognising the main groups of pollinating insect,Garden,NA,Other - please describe below,Other - please describe below,Potentilla fruticosa - shrubby cinqefoil,Potentilla fruticosa - shrubby cinqefoil,Rosaceae,Target flowers cover more than half of patch,100,individual flower,Growing in a larger patch of many different flowers,11:48,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,garden,open,0,0,0,0,4,5,0,0,0,0,9
3942590,Scotland,54,Springfield Reservoir,NS9052,OSGB,semi-natural,30/08/2018,2018,0,171697,I am familiar with identifying some wildlife groups (e.g. birds or butterflies) but not most pollinating insects,Lowland heath,NA,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,NA,NA,Asteraceae,Target flowers cover more than half of patch,80,flower head,More or less isolated,11:15,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,3,3,0,0,2,3,0,0,0,0,11
3942597,Scotland,54,Springfield Reservoir,NS9052,OSGB,semi-natural,30/08/2018,2018,0,171697,I am familiar with identifying some wildlife groups (e.g. birds or butterflies) but not most pollinating insects,Lowland heath,NA,Dandelion - Taraxacum officinale,Dandelion - Taraxacum officinale,NA,NA,Asteraceae,Target flowers cover less than half of patch,9,flower head,More or less isolated,11:45,All or mostly cloud,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,0,5,0,0,0,0,5
3945173,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,01/07/2018,2018,0,69663,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover more than half of patch,10,flower umbel,More or less isolated,15:50,All or mostly blue,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,0,4,1,6,0,0,38,2,51
3945180,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,01/07/2018,2018,0,69663,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Trifolium pratense,Trifolium pratense,Fabaceae,Target flowers cover more than half of patch,150,flower head,Growing in a larger patch of the same flower,15:20,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,closed,3,0,0,0,2,1,0,0,0,0,6
3945308,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,27/08/2018,2018,0,69663,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Conopodium majus,Conopodium majus,Apiaceae,Target flowers cover about half of patch,15,flower umbel,Growing in a larger patch of the same flower,09:50,All or mostly cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,1,1,19,0,0,0,0,21
3945346,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,27/08/2018,2018,0,69663,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Lotus corniculatus,Lotus corniculatus,Fabaceae,Target flowers cover more than half of patch,40,individual flower,Growing in a larger patch of the same flower,10:10,All or mostly cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,5,0,0,0,0,5
3947044,England,108,Goring Heath,SU6679,OSGB,semi-natural,30/08/2018,2018,0,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,NA,NA,Asteraceae,Target flowers cover more than half of patch,11,flower head,More or less isolated,10:20,Half blue and half cloud,Entirely in sunshine,Leaves still/moving occasionally,agricultural,open,1,0,0,0,0,2,0,0,0,0,3
3947056,England,108,Goring Heath,SU6679,OSGB,semi-natural,30/08/2018,2018,0,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,NA,NA,Asteraceae,Target flowers cover more than half of patch,12,flower head,More or less isolated,10:31,Half blue and half cloud,Entirely in sunshine,Leaves still/moving occasionally,agricultural,open,2,0,0,0,1,0,0,1,0,1,5
3947072,England,108,Goring Heath,SU6679,OSGB,semi-natural,30/08/2018,2018,0,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover more than half of patch,5,flower umbel,More or less isolated,11:07,Half blue and half cloud,Entirely shaded,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,0,5,0,0,0,5,10
3947111,England,108,Goring Heath,SU6679,OSGB,semi-natural,30/08/2018,2018,1,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover more than half of patch,5,flower umbel,More or less isolated,16:07,All or mostly cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,5,2,0,0,0,1,8
3948027,England,96,LLanrothal,SO4718,OSGB,agricultural,31/08/2018,2018,1,82327,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Perforate St Johnswort (hypericum perforatum),Perforate St Johnswort (hypericum perforatum),Hypericaceae,Target flowers cover about half of patch,54,individual flower,More or less isolated,11:45,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,0,3,7,1,0,0,0,0,11
3950558,England,96,LLanrothal,SO4718,OSGB,agricultural,31/08/2018,2018,1,82327,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Creeping Thistle (cirscium arvense),Creeping Thistle (cirscium arvense),Asteraceae,Target flowers cover less than half of patch,40,flower head,More or less isolated,13:05,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,6,0,1,2,1,1,0,0,0,0,11
3952175,Wales,67,near Eglwysbach,SH8170,OSGB,agricultural,29/08/2018,2018,0,158802,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Centaurea nigra,Centaurea nigra,Asteraceae,Target flowers cover less than half of patch,20,flower head,Growing in a larger patch of the same flower,12:48,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,6,0,0,0,8,5,0,1,0,0,20
3952180,Wales,67,near Eglwysbach,SH8170,OSGB,agricultural,29/08/2018,2018,0,158802,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,Leontodon autumnalis,Leontodon autumnalis,Asteraceae,Target flowers cover less than half of patch,7,flower head,More or less isolated,12:10,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,agricultural,open,0,0,0,0,0,2,0,0,0,0,2
3969166,England,177,Butley River,TM3949,OSGB,agricultural,31/08/2018,2018,0,66621,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Centarea nigra,Centarea nigra,Asteraceae,Target flowers cover less than half of patch,27,flower head,Growing in a larger patch of the same flower,11:28,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,1,0,0,0,3,0,1,0,0,0,5
3969184,England,177,Butley River,TM3949,OSGB,agricultural,31/08/2018,2018,0,66621,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,NA,NA,Asteraceae,Target flowers cover less than half of patch,35,flower head,Growing in a larger patch of the same flower,11:45,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,4,0,1,0,15,1,21
3969221,England,177,Butley River,TM3949,OSGB,agricultural,31/08/2018,2018,0,66621,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,NA,NA,Asteraceae,Target flowers cover less than half of patch,37,flower head,Growing in a larger patch of the same flower,15:45,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,0,0,2,0,2
3971055,Scotland,122,Craigierig,NT2023,OSGB,semi-natural,28/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,Acid Grassland,Other - please describe below,Other - please describe below,Potentilla erecta,Potentilla erecta,Rosaceae,Target flowers cover less than half of patch,34,individual flower,More or less isolated,11:00,All or mostly blue,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,1,0,0,0,1,3,0,0,8,0,13
3971058,Scotland,122,Craigierig,NT2023,OSGB,semi-natural,28/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,acid grassland,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,NA,NA,Asteraceae,Target flowers cover less than half of patch,30,flower head,More or less isolated,11:22,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,3,3,1,0,0,0,7
3971063,Scotland,122,Craigierig,NT2023,OSGB,semi-natural,28/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,Acid grassland,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,NA,NA,Asteraceae,Target flowers cover less than half of patch,53,flower head,More or less isolated,12:04,All or mostly cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,2,10,0,0,0,0,12
3971076,Scotland,122,Craigierig,NT2023,OSGB,semi-natural,28/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,Acid Grassland,Other - please describe below,Thistle - Cirsium or Carduus,Cirsium Palustre,Cirsium Palustre,Asteraceae,Target flowers cover less than half of patch,20,flower head,More or less isolated,12:16,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,5,0,0,5,0,15,0,0,0,0,25
3971079,Scotland,42,Achanlochy,NC7158,OSGB,semi-natural,30/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Lowland heath,NA,Heather - Calluna vulgaris,Heather - Calluna vulgaris,NA,NA,Ericaceae,Target flowers cover more than half of patch,170,flower spike,Growing in a larger patch of the same flower,13:10,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,5,0,0,0,0,5
3971083,Scotland,42,Achanlochy,NC7158,OSGB,semi-natural,30/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Scorzoneroides autumnalis,Scorzoneroides autumnalis,Asteraceae,Target flowers cover less than half of patch,6,flower head,More or less isolated,13:25,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving strongly,semi-natural,open,0,0,0,0,0,4,0,0,0,0,4
3971120,Scotland,42,Achanlochy,NC7158,OSGB,semi-natural,30/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,Mire,Buttercup (Ranunculus species),Buttercup (Ranunculus species),Ranunculus repens,Ranunculus repens,Ranunculaceae,Target flowers cover less than half of patch,13,individual flower,Growing in a larger patch of many different flowers,13:42,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,5,4,0,0,0,0,9
3971124,Scotland,161,near Talmine,NC5762,OSGB,semi-natural,30/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Other - please describe below,Other - please describe below,Succisa pratensis,Succisa pratensis,Dipsacaceae,Target flowers cover less than half of patch,15,flower head,Growing in a larger patch of the same flower,11:22,Half blue and half cloud,Entirely in sunshine,Leaves moving strongly,semi-natural,closed,0,0,0,0,0,1,0,0,0,0,1
3971128,Scotland,161,near Talmine,NC5762,OSGB,semi-natural,30/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Other - please describe below,Other - please describe below,Scorzoneroides autumnalis,Scorzoneroides autumnalis,Asteraceae,Target flowers cover less than half of patch,14,flower head,Growing in a larger patch of the same flower,11:36,Half blue and half cloud,Entirely in sunshine,Leaves moving strongly,semi-natural,open,0,0,0,1,0,1,0,0,0,0,2
3971130,Scotland,161,near Talmine,NC5762,OSGB,semi-natural,30/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Heather - Calluna vulgaris,Heather - Calluna vulgaris,NA,NA,Ericaceae,Target flowers cover more than half of patch,370,flower spike,Growing in a larger patch of the same flower,11:50,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving strongly,semi-natural,closed,1,0,0,0,0,2,1,0,0,0,4
3971132,Scotland,161,near Talmine,NC5762,OSGB,semi-natural,30/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Heather - Calluna vulgaris,Heather - Calluna vulgaris,NA,NA,Ericaceae,Target flowers cover about half of patch,180,flower spike,Growing in a larger patch of the same flower,12:04,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,closed,2,0,0,0,0,6,1,0,0,0,9
3983897,Wales,149,Bwlch-gwynt,SN0732,OSGB,semi-natural,04/09/2018,2018,0,135852,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Other - please describe below,Other - please describe below,Erica tetralix,Erica tetralix,Ericaceae,Target flowers cover less than half of patch,2,flower spike,More or less isolated,13:05,Half blue and half cloud,Entirely in sunshine,Leaves moving strongly,semi-natural,closed,0,0,0,0,0,0,0,0,0,0,0
3983919,Wales,149,Bwlch-gwynt,SN0732,OSGB,semi-natural,04/09/2018,2018,0,135852,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Other - please describe below,Other - please describe below,Erica tetralix,Erica tetralix,Ericaceae,Target flowers cover less than half of patch,2,flower spike,More or less isolated,12:55,Half blue and half cloud,Entirely in sunshine,Leaves moving strongly,semi-natural,closed,0,0,0,0,0,0,0,0,0,0,0
3985961,England,94,Chinley Head,SK0484,OSGB,agricultural,05/09/2018,2018,1,70542,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover less than half of patch,1,flower umbel,More or less isolated,10:23,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,0,1,9,6,0,0,0,1,17
3985973,England,94,Chinley Head,SK0484,OSGB,agricultural,05/09/2018,2018,1,70542,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover less than half of patch,1,flower umbel,More or less isolated,12:45,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,0,2,2,4,0,0,3,0,11
3999266,Scotland,47,near Ledbeg,NC2313,OSGB,semi-natural,07/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,BELLIS PERENNIS,BELLIS PERENNIS,Asteraceae,Target flowers cover less than half of patch,40,flower head,Growing in a larger patch of the same flower,14:36,Half blue and half cloud,Entirely shaded,Leaves moving gently all the time,agricultural,open,0,0,0,0,0,0,0,0,0,0,0
3999279,Scotland,47,near Ledbeg,NC2313,OSGB,semi-natural,07/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,Anthriscus sylvestris,Anthriscus sylvestris,Apiaceae,Target flowers cover less than half of patch,3,flower umbel,More or less isolated,14:57,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,agricultural,open,0,0,0,0,0,2,0,0,0,0,2
3999284,Scotland,47,near Ledbeg,NC2313,OSGB,semi-natural,07/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,UPLAND MOOR WITH FLUSH,Other - please describe below,Other - please describe below,Caltha palustris,Caltha palustris,Ranunculaceae,Target flowers cover less than half of patch,3,individual flower,More or less isolated,15:11,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,1,0,4,0,0,5
3999412,Scotland,160,near Rienachait,NC0429,OSGB,semi-natural,07/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,FEN,Other - please describe below,Buttercup (Ranunculus species),Ranunculus flammula,Ranunculus flammula,Ranunculaceae,Target flowers cover less than half of patch,5,individual flower,Growing in a larger patch of the same flower,12:37,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,2,2,0,0,0,0,4
3999422,Scotland,160,near Rienachait,NC0429,OSGB,semi-natural,07/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Bellis perennis,Bellis perennis,Asteraceae,Target flowers cover less than half of patch,29,flower head,More or less isolated,12:52,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,0,0,0,0,0
3999434,Scotland,160,near Rienachait,NC0429,OSGB,semi-natural,07/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Other - please describe below,Other - please describe below,Lotus corniculatus,Lotus corniculatus,Fabaceae,Target flowers cover less than half of patch,14,individual flower,More or less isolated,13:20,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,0,0,0,0,0,0
3999442,Scotland,160,near Rienachait,NC0429,OSGB,semi-natural,07/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Other - please describe below,Other - please describe below,Potentilla erecta,Potentilla erecta,Rosaceae,Target flowers cover less than half of patch,14,individual flower,Growing in a larger patch of the same flower,13:06,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,0,0,0,0,0
3999561,Scotland,111,near Crathes,NO7495,OSGB,agricultural,05/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Cytisus scoparius,Cytisus scoparius,Fabaceae,Target flowers cover more than half of patch,130,individual flower,Growing in a larger patch of the same flower,15:38,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,4,0,0,0,0,4
3999580,Scotland,111,near Crathes,NO7495,OSGB,agricultural,05/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Anthriscus sylvestris,Anthriscus sylvestris,Apiaceae,Target flowers cover about half of patch,60,flower umbel,Growing in a larger patch of many different flowers,14:44,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,2,8,0,1,0,0,11
3999582,Scotland,111,near Crathes,NO7495,OSGB,agricultural,05/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Brownfield or other 'waste ground',NA,White Clover - Trifolium repens,White Clover - Trifolium repens,NA,NA,Fabaceae,Target flowers cover less than half of patch,36,flower head,Growing in a larger patch of the same flower,15:15,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,urban,closed,0,0,0,0,1,0,0,0,1,1,3
3999584,Scotland,111,near Crathes,NO7495,OSGB,agricultural,05/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Buttercup (Ranunculus species),Buttercup (Ranunculus species),Ranunculus repens,Ranunculus repens,Ranunculaceae,Target flowers cover about half of patch,65,individual flower,Growing in a larger patch of the same flower,14:59,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,2,2,3,0,0,0,0,7
3999626,Scotland,39,Fyvie,NJ7638,OSGB,agricultural,11/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Buttercup (Ranunculus species),Buttercup (Ranunculus species),Ranunculus repens,Ranunculus repens,Ranunculaceae,Target flowers cover less than half of patch,21,individual flower,Growing in a larger patch of the same flower,14:24,All or mostly cloud,Entirely shaded,Leaves still/moving occasionally,semi-natural,open,0,0,0,1,3,2,0,0,0,0,6
3999627,Scotland,39,Fyvie,NJ7638,OSGB,agricultural,11/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,Myosotis arvensis,Myosotis arvensis,Boraginaceae,Target flowers cover less than half of patch,69,individual flower,More or less isolated,15:44,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,agricultural,closed,0,0,0,0,0,1,0,0,0,0,1
3999629,Scotland,39,Fyvie,NJ7638,OSGB,agricultural,11/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Woodland,NA,Buttercup (Ranunculus species),Buttercup (Ranunculus species),Ranunculus repens,Ranunculus repens,Ranunculaceae,Target flowers cover less than half of patch,37,individual flower,Growing in a larger patch of the same flower,15:01,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,13,0,2,0,0,15
3999648,Scotland,39,Fyvie,NJ7638,OSGB,agricultural,11/06/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Woodland,NA,Other - please describe below,Other - please describe below,Cornus sanguinea,Cornus sanguinea,Cornaceae,Target flowers cover less than half of patch,7,flower umbel,Growing in a larger patch of the same flower,15:14,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,3,0,0,34,0,37
3999757,Scotland,163,Bogmore,NJ6415,OSGB,semi-natural,16/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Other - please describe below,Other - please describe below,Leontodon autumnalis,Leontodon autumnalis,Asteraceae,Target flowers cover less than half of patch,3,flower head,More or less isolated,13:28,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving strongly,semi-natural,open,0,0,0,0,26,4,0,0,0,0,30
3999772,Scotland,163,Bogmore,NJ6415,OSGB,semi-natural,16/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Heather - Calluna vulgaris,Heather - Calluna vulgaris,NA,NA,Ericaceae,Target flowers cover more than half of patch,133,flower spike,Growing in a larger patch of the same flower,13:46,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,closed,1,0,0,0,8,4,0,0,0,0,13
3999790,Scotland,163,Bogmore,NJ6415,OSGB,semi-natural,16/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Heather - Calluna vulgaris,Heather - Calluna vulgaris,NA,NA,Ericaceae,Target flowers cover about half of patch,80,flower spike,Growing in a larger patch of many different flowers,14:01,All or mostly cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,closed,1,0,0,2,1,1,0,0,0,1,6
3999793,Scotland,163,Bogmore,NJ6415,OSGB,semi-natural,16/08/2018,2018,0,147520,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Heather - Calluna vulgaris,Heather - Calluna vulgaris,NA,NA,Ericaceae,Target flowers cover about half of patch,66,flower spike,Growing in a larger patch of the same flower,14:18,Half blue and half cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,2,1,0,0,0,0,3
