sample_id,country,location_code,location_name,X1km_square,date,year,pan_trap_station,occurrence_id,taxon_group,taxon_source,English_name,source_taxon_version_key,Order,Family,floral_unit,total_floral_units
6250584,England,108,Goring Heath,SU6679,22/07/2019,2019,1,10951280,flowering plant,Heracleum sphondylium,Hogweed,NBNSYS0000003710,Apiales,Apiaceae,flower umbel,34
6250584,England,108,Goring Heath,SU6679,22/07/2019,2019,1,10951281,flowering plant,Circaea lutetiana,Enchanter's-nightshade,NBNSYS0000003604,Myrtales,Onagraceae,individual flower,6
6250584,England,108,Goring Heath,SU6679,22/07/2019,2019,1,10951282,flowering plant,Solanum dulcamara var. marinum,Bittersweet,NBNSYS0000033877,Solanales,Solanaceae,individual flower,10
6250584,England,108,Goring Heath,SU6679,22/07/2019,2019,1,10951283,flowering plant,Urtica dioica,Common Nettle,NBNSYS0000003807,Rosales,Urticaceae,individual flower,100
6250606,England,108,Goring Heath,SU6679,22/07/2019,2019,2,10951371,flowering plant,Circaea lutetiana,Enchanter's-nightshade,NBNSYS0000003604,Myrtales,Onagraceae,individual flower,8
6250606,England,108,Goring Heath,SU6679,22/07/2019,2019,2,10951372,flowering plant,Rubus fruticosus agg.,Bramble,NBNSYS0000003328,Rosales,Rosaceae,individual flower,150
6250615,England,108,Goring Heath,SU6679,22/07/2019,2019,3,10951381,flowering plant,Rubus fruticosus agg.,Bramble,NBNSYS0000003328,Rosales,Rosaceae,individual flower,30
6250619,England,108,Goring Heath,SU6679,22/07/2019,2019,4,10951385,flowering plant,Rubus,Bramble,NHMSYS0000462570,Rosales,Rosaceae,individual flower,19
6250637,England,108,Goring Heath,SU6679,22/07/2019,2019,5,10951394,flowering plant,Rubus,Bramble,NHMSYS0000462570,Rosales,Rosaceae,individual flower,1
6253202,England,22,Burton-le-Coggles,SK9826,22/07/2019,2019,2,10954597,flowering plant,Matricaria chamomilla,Scented Mayweed,NHMSYS0021128571,Asterales,Asteraceae,flower head,35
6253202,England,22,Burton-le-Coggles,SK9826,22/07/2019,2019,2,10954598,flowering plant,Geranium molle,Dove's-foot Crane's-bill,NBNSYS0000003159,Geraniales,Geraniaceae,individual flower,2
6253206,England,22,Burton-le-Coggles,SK9826,22/07/2019,2019,3,10954638,flowering plant,Anthriscus caucalis,Bur Chervil,NHMSYS0000455967,Apiales,Apiaceae,flower umbel,40
6253211,England,22,Burton-le-Coggles,SK9826,22/07/2019,2019,4,10954669,flowering plant,Cirsium arvense,Creeping Thistle,NBNSYS0000004492,Asterales,Asteraceae,flower head,30
6253211,England,22,Burton-le-Coggles,SK9826,22/07/2019,2019,4,10954670,flowering plant,Carduus nutans,Musk Thistle,NBNSYS0000004486,Asterales,Asteraceae,flower head,2
6253235,England,22,Burton-le-Coggles,SK9826,22/07/2019,2019,5,10954685,flowering plant,Achillea millefolium,Yarrow,NBNSYS0000004451,Asterales,Asteraceae,flower head,9
6253235,England,22,Burton-le-Coggles,SK9826,22/07/2019,2019,5,10954686,flowering plant,Rubus fruticosus agg.,Bramble,NBNSYS0000003328,Rosales,Rosaceae,individual flower,2
6271176,England,28,near Wool,SY8586,16/07/2019,2019,1,10991179,flowering plant,Senecio,Ragwort,NHMSYS0000463420,Asterales,Asteraceae,flower head,2
6271176,England,28,near Wool,SY8586,16/07/2019,2019,1,10991180,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,1
6271195,England,28,near Wool,SY8586,16/07/2019,2019,2,10991216,flowering plant,Geranium robertianum,Herb-Robert,NBNSYS0000003162,Geraniales,Geraniaceae,individual flower,21
6271195,England,28,near Wool,SY8586,16/07/2019,2019,2,10991217,flowering plant,Rubus fruticosus agg.,Bramble,NBNSYS0000003328,Rosales,Rosaceae,individual flower,6
6271195,England,28,near Wool,SY8586,16/07/2019,2019,2,10991218,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,1
6271207,England,28,near Wool,SY8586,16/07/2019,2019,3,10991235,flowering plant,Rubus fruticosus agg.,Bramble,NBNSYS0000003328,Rosales,Rosaceae,individual flower,15
6271221,England,28,near Wool,SY8586,16/07/2019,2019,4,10991261,flowering plant,Centaurea nigra subsp. nigra,Common Knapweed,NBNSYS0000004507,Asterales,Asteraceae,flower head,100
6271221,England,28,near Wool,SY8586,16/07/2019,2019,4,10991262,flowering plant,Leucanthemum vulgare,Oxeye Daisy,NBNSYS0000004464,Asterales,Asteraceae,flower head,8
6271221,England,28,near Wool,SY8586,16/07/2019,2019,4,10991263,flowering plant,Lotus,Bird's-Foot-Trefoil,NHMSYS0000460466,Fabales,Fabaceae,flower head,6
6271240,England,28,near Wool,SY8586,16/07/2019,2019,5,10991285,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,20
6271240,England,28,near Wool,SY8586,16/07/2019,2019,5,10991286,flowering plant,Geranium robertianum,Herb-Robert,NBNSYS0000003162,Geraniales,Geraniaceae,individual flower,2
6271240,England,28,near Wool,SY8586,16/07/2019,2019,5,10991287,flowering plant,Lotus,Bird's-Foot-Trefoil,NHMSYS0000460466,Fabales,Fabaceae,flower head,2
6271240,England,28,near Wool,SY8586,16/07/2019,2019,5,10991288,flowering plant,Centaurium erythraea,Common Centaury,NHMSYS0000457033,Gentianales,Gentianaceae,NA,2
6271240,England,28,near Wool,SY8586,16/07/2019,2019,5,10991289,flowering plant,Hypericum tetrapterum,Square-stalked St John's-wort,NHMSYS0000459860,Malpighiales,Hypericaceae,NA,15
6271350,Scotland,163,Bogmore,NJ6415,23/07/2019,2019,1,10991590,flowering plant,Galium saxatile,Heath Bedstraw,NBNSYS0000004310,Gentianales,Rubiaceae,flower umbel,40
6271384,Scotland,163,Bogmore,NJ6415,23/07/2019,2019,3,10991684,flowering plant,Galium saxatile,Heath Bedstraw,NBNSYS0000004310,Gentianales,Rubiaceae,flower umbel,150
6271401,Scotland,163,Bogmore,NJ6415,23/07/2019,2019,4,10991735,flowering plant,Galium saxatile,Heath Bedstraw,NBNSYS0000004310,Gentianales,Rubiaceae,flower spike,200
6271401,Scotland,163,Bogmore,NJ6415,23/07/2019,2019,4,10991736,flowering plant,Ceratocapnos claviculata,Climbing Corydalis,NHMSYS0000457085,Ranunculales,Papaveraceae,flower spike,5
6271413,Scotland,163,Bogmore,NJ6415,23/07/2019,2019,5,10991776,flowering plant,Erica cinerea,Bell Heather,NBNSYS0000003909,Ericales,Ericaceae,flower spike,1
6272663,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,1,10995112,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,23
6272685,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,2,10995129,flowering plant,Lotus,Bird's-Foot-Trefoil,NHMSYS0000460466,Fabales,Fabaceae,flower head,37
6272685,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,2,10995130,flowering plant,Ranunculus,Buttercup,NHMSYS0000462231,Ranunculales,Ranunculaceae,individual flower,9
6272704,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,3,10995183,flowering plant,Ranunculus,Buttercup,NHMSYS0000462231,Ranunculales,Ranunculaceae,individual flower,23
6272704,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,3,10995184,flowering plant,Narthecium ossifragum,Bog Asphodel,NHMSYS0000460927,Dioscoreales,Nartheciaceae,flower spike,2
6272704,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,3,10995185,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,12
6272728,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,4,10995328,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,31
6272728,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,4,10995329,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower head,35
6272728,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,4,10995330,flowering plant,Polygala serpyllifolia,Heath Milkwort,NHMSYS0000461832,Fabales,Polygalaceae,individual flower,2
6272760,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,5,10995378,flowering plant,Narthecium ossifragum,Bog Asphodel,NHMSYS0000460927,Dioscoreales,Nartheciaceae,flower spike,1
6272760,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,5,10995379,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,46
6272760,Wales,149,Bwlch-gwynt,SN0732,23/07/2019,2019,5,10995380,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower head,17
6280148,Wales,74,near Nantymaen,SN7659,24/07/2019,2019,1,11012397,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower spike,29
6280148,Wales,74,near Nantymaen,SN7659,24/07/2019,2019,1,11012398,flowering plant,Calluna vulgaris,Heather,NBNSYS0000003902,Ericales,Ericaceae,flower spike,20
6280164,Wales,74,near Nantymaen,SN7659,24/07/2019,2019,3,11012422,flowering plant,Calluna vulgaris,Heather,NBNSYS0000003902,Ericales,Ericaceae,flower spike,12
6280199,Wales,74,near Nantymaen,SN7659,24/07/2019,2019,4,11012517,flowering plant,Chamerion angustifolium,Rosebay Willowherb,NBNSYS0000003598,Myrtales,Onagraceae,flower spike,5
6280199,Wales,74,near Nantymaen,SN7659,24/07/2019,2019,4,11012518,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,10
6280649,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,1,11013734,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,3
6280649,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,1,11013736,flowering plant,Myosotis arvensis,Field Forget-me-not,NBNSYS0000004012,NA,Boraginaceae,individual flower,2
6280649,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,1,11013737,flowering plant,Ligusticum scoticum,Scottish Lovage,NBNSYS0000003702,Apiales,Apiaceae,flower umbel,1
6280649,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,1,11013738,flowering plant,Epilobium palustre,Marsh Willowherb,NBNSYS0000003584,Myrtales,Onagraceae,individual flower,1
6280663,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,2,11013751,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,5
6280708,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,3,11013768,flowering plant,Epilobium palustre,Marsh Willowherb,NBNSYS0000003584,Myrtales,Onagraceae,individual flower,45
6280820,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,5,11013853,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,1
6280820,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,5,11013854,flowering plant,Lapsana communis,Nipplewort,NBNSYS0000004515,Asterales,Asteraceae,individual flower,34
6280820,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,5,11013855,flowering plant,Heracleum sphondylium,Hogweed,NBNSYS0000003710,Apiales,Apiaceae,flower umbel,3
6280820,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,5,11013856,flowering plant,Pilosella officinarum,Mouse-ear-hawkweed,NHMSYS0000461280,Asterales,Asteraceae,individual flower,1
6280820,Scotland,39,Fyvie,NJ7638,25/07/2019,2019,5,11013857,flowering plant,Veronica chamaedrys,Germander Speedwell,NBNSYS0000004104,Lamiales,Plantaginaceae,individual flower,2
6280875,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,1,11013919,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,5
6280875,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,1,11013920,flowering plant,Galium aparine,Cleavers,NBNSYS0000004319,Gentianales,Rubiaceae,individual flower,3
6280875,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,1,11013921,flowering plant,Myosotis arvensis,Field Forget-me-not,NBNSYS0000004012,NA,Boraginaceae,individual flower,8
6280920,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,2,11013939,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,1
6280920,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,2,11013940,flowering plant,Galium aparine,Cleavers,NBNSYS0000004319,Gentianales,Rubiaceae,individual flower,11
6280920,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,2,11013941,flowering plant,Dryas octopetala,Mountain Avens,NBNSYS0000003365,Rosales,Rosaceae,individual flower,4
6287436,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,3,11024012,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,77
6287436,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,3,11024013,flowering plant,Galium aparine,Cleavers,NBNSYS0000004319,Gentianales,Rubiaceae,individual flower,25
6287436,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,3,11024066,flowering plant,Rubus idaeus,Raspberry,NBNSYS0000003322,Rosales,Rosaceae,individual flower,6
6287463,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,5,11024049,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,1
6287463,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,5,11024050,flowering plant,Galium aparine,Cleavers,NBNSYS0000004319,Gentianales,Rubiaceae,individual flower,120
6287463,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,5,11024051,flowering plant,Veronica chamaedrys,Germander Speedwell,NBNSYS0000004104,Lamiales,Plantaginaceae,individual flower,39
6287463,Scotland,39,Fyvie,NJ7638,18/06/2019,2019,5,11024052,flowering plant,Dryas octopetala,Mountain Avens,NBNSYS0000003365,Rosales,Rosaceae,individual flower,14
6289776,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,1,11029173,flowering plant,Sisymbrium officinale,Hedge Mustard,NBNSYS0000002906,Brassicales,Brassicaceae,individual flower,15
6289776,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,1,11029174,flowering plant,Geranium pyrenaicum,Hedgerow Crane's-bill,NHMSYS0000459043,Geraniales,Geraniaceae,individual flower,15
6289958,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,2,11029521,flowering plant,Ranunculus,Buttercup,NHMSYS0000462231,Ranunculales,Ranunculaceae,flower head,15
6289958,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,2,11029522,flowering plant,Cerastium arvense,Field Mouse-ear,NBNSYS0000003017,Caryophyllales,Caryophyllaceae,flower head,20
6289958,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,2,11029523,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,25
6289958,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,2,11029524,flowering plant,Plantago lanceolata,Ribwort Plantain,NBNSYS0000004275,Lamiales,Plantaginaceae,flower spike,100
6290109,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,3,11029957,flowering plant,Galium,Bedstraw,NHMSYS0000458959,Gentianales,Rubiaceae,individual flower,130
6290109,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,3,11029958,flowering plant,Heracleum sphondylium,Hogweed,NBNSYS0000003710,Apiales,Apiaceae,flower head,6
6290109,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,3,11029959,flowering plant,Silene dioica,Red Campion,NBNSYS0000002998,Caryophyllales,Caryophyllaceae,individual flower,50
6290109,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,3,11029960,flowering plant,Stachys palustris,Marsh Woundwort,NBNSYS0000004234,Lamiales,Lamiaceae,flower spike,4
6290129,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,4,11029996,flowering plant,Rubus fruticosus agg.,Bramble,NBNSYS0000003328,Rosales,Rosaceae,individual flower,1
6290147,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,5,11030080,flowering plant,Veronica chamaedrys,Germander Speedwell,NBNSYS0000004104,Lamiales,Plantaginaceae,individual flower,5
6290147,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,5,11030081,flowering plant,Cerastium fontanum subsp. holosteoides,NA,NHMSYS0000457067,Caryophyllales,Caryophyllaceae,individual flower,7
6290147,Wales,65,Brynsiencyn,SH4866,26/06/2019,2019,5,11030082,flowering plant,Galium,Bedstraw,NHMSYS0000458959,Gentianales,Rubiaceae,individual flower,30
6292723,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,1,11032726,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,21
6292723,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,1,11032727,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower head,20
6292723,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,1,11032728,flowering plant,Calluna vulgaris,Heather,NBNSYS0000003902,Ericales,Ericaceae,flower spike,4
6292723,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,1,11032729,flowering plant,Narthecium ossifragum,Bog Asphodel,NHMSYS0000460927,Dioscoreales,Nartheciaceae,flower spike,2
6292723,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,1,11032730,flowering plant,Erica cinerea,Bell Heather,NBNSYS0000003909,Ericales,Ericaceae,individual flower,7
6292743,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,2,11032819,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,132
6292743,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,2,11032820,flowering plant,Thymus polytrichus,Wild Thyme,NHMSYS0000464447,Lamiales,Lamiaceae,individual flower,5
6292743,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,2,11032821,flowering plant,Polygala serpyllifolia,Heath Milkwort,NHMSYS0000461832,Fabales,Polygalaceae,individual flower,5
6292791,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,3,11032968,flowering plant,Narthecium ossifragum,Bog Asphodel,NHMSYS0000460927,Dioscoreales,Nartheciaceae,flower head,10
6292791,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,3,11032969,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,6
6292791,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,3,11032970,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower head,15
6292791,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,3,11032971,flowering plant,Erica cinerea,Bell Heather,NBNSYS0000003909,Ericales,Ericaceae,flower head,80
6292791,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,3,11032972,flowering plant,Calluna vulgaris,Heather,NBNSYS0000003902,Ericales,Ericaceae,flower spike,15
6293727,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,1,11034812,flowering plant,Narthecium ossifragum,Bog Asphodel,NHMSYS0000460927,Dioscoreales,Nartheciaceae,flower spike,2
6293727,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,1,11034813,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,4
6293727,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,1,11034814,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower head,2
6293791,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,2,11034969,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,75
6293791,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,2,11034970,flowering plant,Trifolium pratense,Red Clover,NBNSYS0000003231,Fabales,Fabaceae,flower head,12
6293791,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,2,11034971,flowering plant,Euphrasia,Eyebright,NHMSYS0000458644,Lamiales,Orobanchaceae,flower spike,16
6293791,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,2,11034972,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower head,12
6293791,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,2,11034973,flowering plant,Prunella vulgaris,Selfheal,NBNSYS0000004225,Lamiales,Lamiaceae,flower head,10
6293791,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,2,11034974,flowering plant,Cirsium palustre,Marsh Thistle,NBNSYS0000004491,Asterales,Asteraceae,flower head,5
6293791,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,2,11034975,flowering plant,Linum catharticum,Fairy Flax,NBNSYS0000003145,Malpighiales,Linaceae,individual flower,8
6293791,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,2,11034976,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,2
6294119,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,4,11035690,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,44
6294119,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,4,11035691,flowering plant,Calluna vulgaris,Heather,NBNSYS0000003902,Ericales,Ericaceae,flower spike,3
6294119,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,4,11035692,flowering plant,Pedicularis sylvatica,Lousewort,NBNSYS0000004131,Lamiales,Orobanchaceae,individual flower,3
6294195,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,5,11035831,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,12
6294195,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,5,11035832,flowering plant,Polygala serpyllifolia,Heath Milkwort,NHMSYS0000461832,Fabales,Polygalaceae,individual flower,19
6294195,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,5,11035833,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower head,21
6294195,Scotland,47,near Ledbeg,NC2313,28/07/2019,2019,5,11035834,flowering plant,Pedicularis sylvatica,Lousewort,NBNSYS0000004131,Lamiales,Orobanchaceae,individual flower,2
6294735,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,4,11037003,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,69
6294735,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,4,11037004,flowering plant,Erica cinerea,Bell Heather,NBNSYS0000003909,Ericales,Ericaceae,flower head,122
6294735,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,4,11037005,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower head,4
6294735,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,4,11037006,flowering plant,Calluna vulgaris,Heather,NBNSYS0000003902,Ericales,Ericaceae,flower spike,4
6294735,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,4,11037007,flowering plant,Euphrasia,Eyebright,NHMSYS0000458644,Lamiales,Orobanchaceae,flower spike,21
6294797,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,5,11037075,flowering plant,Erica tetralix,Cross-leaved Heath,NBNSYS0000003903,Ericales,Ericaceae,flower head,180
6294797,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,5,11037076,flowering plant,Ranunculus flammula,Lesser Spearwort,NBNSYS0000002718,Ranunculales,Ranunculaceae,individual flower,2
6294797,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,5,11037077,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,2
6294797,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,5,11037078,flowering plant,Thymus polytrichus,Wild Thyme,NHMSYS0000464447,Lamiales,Lamiaceae,flower head,4
6294797,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,5,11037079,flowering plant,Euphrasia,Eyebright,NHMSYS0000458644,Lamiales,Orobanchaceae,flower spike,9
6294797,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,5,11037080,flowering plant,Prunella vulgaris,Selfheal,NBNSYS0000004225,Lamiales,Lamiaceae,flower head,1
6294797,Scotland,160,near Rienachait,NC0429,28/07/2019,2019,5,11037081,flowering plant,Erica cinerea,Bell Heather,NBNSYS0000003909,Ericales,Ericaceae,flower head,101
6339760,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,1,11092071,flowering plant,Achillea millefolium,Yarrow,NBNSYS0000004451,Asterales,Asteraceae,flower umbel,45
6339760,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,1,11092072,flowering plant,Sonchus,Sow Thistle,NHMSYS0000463784,Asterales,Asteraceae,flower head,44
6339760,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,1,11092073,flowering plant,Plantago lanceolata,Ribwort Plantain,NBNSYS0000004275,Lamiales,Plantaginaceae,flower head,95
6339760,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,1,11092074,flowering plant,Rubus fruticosus agg.,Bramble,NBNSYS0000003328,Rosales,Rosaceae,individual flower,12
6339785,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,2,11092142,flowering plant,Rumex acetosella,Sheep's Sorrel,NBNSYS0000003774,Caryophyllales,Polygonaceae,flower spike,2
6339785,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,2,11092143,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,15
6339785,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,2,11092144,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,1
6339810,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,3,11092200,flowering plant,Rumex acetosella,Sheep's Sorrel,NBNSYS0000003774,Caryophyllales,Polygonaceae,flower spike,23
6339810,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,3,11092201,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,9
6339810,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,3,11092202,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,9
6339822,Wales,75,Byrdir,SH5924,23/07/2019,2019,1,11092245,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,32
6339822,Wales,75,Byrdir,SH5924,23/07/2019,2019,1,11092246,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,individual flower,11
6339826,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,4,11092293,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,4
6339826,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,4,11092294,flowering plant,Crepis capillaris,Smooth Hawk's-beard,NBNSYS0000004576,Asterales,Asteraceae,flower head,52
6339826,Wales,131,Foel Caethle,SN6098,04/07/2019,2019,4,11092295,flowering plant,Senecio vulgaris,Groundsel,NBNSYS0000004371,Asterales,Asteraceae,flower head,32
6339855,Wales,75,Byrdir,SH5924,23/07/2019,2019,2,11092308,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,125
